magazine_id,data_article,data_external_id,aria_label,lang,tag_name,class_name,page_number,url
10,1714985/45/2,_44_6,Hjælp Anders And til Grønland,da,path,"{'animVal': 'article', 'baseVal': 'article'}",22,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/42
10,1714985/46/1,_46_1,Oqaluffimmi juullimut tusarnaartitsineq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/44
10,1714985/46/2,_46_5,Julekoncert i kirken,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/44
10,1714985/47/1,_46_2,Gladiatorit unamminissaannut tamulugassat,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/44
10,1714985/47/2,_46_3,Viinniliassanik narsaatitaarnissamut savat sulititaasut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/44
10,1714985/47/3,_46_4,Politiit ikiaroornartunut tammartunut teriarsuit pisuutikkaat,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/44
10,1714985/47/4,_46_6,En snack til gladiatorkampen,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/44
10,1714985/47/5,_46_7,Får sat ind for at gøre plads til vinmark,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/44
10,1714985/47/6,_46_8,Politi beskylder rotter for forsvunden hash,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/44
10,1714985/48/1,_48_1,Henrik Leth naggataarpoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",24,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/46
10,1714985/48/2,_48_2,Henrik Leth takker af,da,path,"{'animVal': 'article', 'baseVal': 'article'}",24,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/46
10,1714985/5/1,_4_1,Aalisartut EU-mut isumaqatigiissut naammagisimaaraat,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/1
10,1714985/5/2,_4_4,Fiskeriet tilfreds med EU-aftale,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/1
10,1714985/6/1,_6_1,Akimut ersippunga,da,path,"{'animVal': 'article', 'baseVal': 'article'}",3,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/4
10,1714985/8/1,_8_1,Jeg er en åben bog,da,path,"{'animVal': 'article', 'baseVal': 'article'}",4,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/10/pages/6
11,1728958/10/1,_10_1,- Jeg tilgiver mine plageånder,da,path,"{'animVal': 'article', 'baseVal': 'article'}",5,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/8
11,1728958/12/1,_12_1,Eqqumiitsuliortut Rasmus Lyberthiat,da,path,"{'animVal': 'article', 'baseVal': 'article'}",6,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/10
11,1728958/12/2,_12_2,Billedkunstens Rasmus Lyberth,da,path,"{'animVal': 'article', 'baseVal': 'article'}",6,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/10
11,1728958/14/1,_14_1,»Nuannaarutissaqarpoq aamma«,da,path,"{'animVal': 'article', 'baseVal': 'article'}",7,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/12
11,1728958/14/2,_14_2,»Noget om glæde« Tavshed er ul…,da,path,"{'animVal': 'article', 'baseVal': 'article'}",7,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/12
11,1728958/16/1,_16_1,,,path,"{'animVal': 'article', 'baseVal': 'article'}",8,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/14
11,1728958/18/1,_18_1,Ukiuni 30-ni peqqinnissaqarfimmi kiffartuussisut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",9,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/16
11,1728958/18/2,_18_3,Ilinniartitaanerput,da,path,"{'animVal': 'article', 'baseVal': 'article'}",9,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/16
11,1728958/18/3,_18_5,Ajornartorsiutinut iliuuseqar tartut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",9,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/16
11,1728958/19/1,_18_2,Peqqinnissaqarfik aalajangersimasunik piginnaasaqarfiusoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",9,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/16
11,1728958/19/2,_18_4,Meeqqat kinguaariiaat,da,path,"{'animVal': 'article', 'baseVal': 'article'}",9,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/16
11,1728958/2/1,_2_2,AG isumaqarpoq AG mener Nuuk – sinnerilu allat...,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/1
11,1728958/2/2,_2_4,Nuuk – og alle de andre…,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/1
11,1728958/20/1,_20_1,30 år i sundhedsvæsenets tjeneste,da,path,"{'animVal': 'article', 'baseVal': 'article'}",10,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/18
11,1728958/20/2,_20_2,Et specialiseret sundhedsvæsen,da,path,"{'animVal': 'article', 'baseVal': 'article'}",10,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/18
11,1728958/20/3,_20_3,Vores uddannelse,da,path,"{'animVal': 'article', 'baseVal': 'article'}",10,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/18
11,1728958/20/4,_20_5,Problemknuserne,da,path,"{'animVal': 'article', 'baseVal': 'article'}",10,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/18
11,1728958/21/1,_20_4,Generationer af børn,da,path,"{'animVal': 'article', 'baseVal': 'article'}",10,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/18
11,1728958/22/1,_22_1,nutaarsiassat naatsut kort nyt,da,path,"{'animVal': 'article', 'baseVal': 'article'}",11,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/20
11,1728958/23/1,_22_2,nutaarsiassat naatsut kort nyt,da,path,"{'animVal': 'article', 'baseVal': 'article'}",11,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/20
11,1728958/24/1,_24_1,Nattorallip qallui torsusuut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",12,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/22
11,1728958/26/1,_26_1,Havørnens buskede øjenbryn,da,path,"{'animVal': 'article', 'baseVal': 'article'}",13,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/24
11,1728958/28/1,_28_1,Avannaani siunertalimmik ineriartornerunissaq pisariaqartinneqarpoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",14,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/26
11,1728958/28/2,_28_3,Avannaa har brug for en målrettet udvikling,da,path,"{'animVal': 'article', 'baseVal': 'article'}",14,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/26
11,1728958/28/3,_28_4,Kaammattuut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",14,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/26
11,1728958/28/4,_28_6,Opfordring,da,path,"{'animVal': 'article', 'baseVal': 'article'}",14,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/26
11,1728958/29/1,_28_2,SIK-p siulersuisuunerisa oqaaseqaataat,da,path,"{'animVal': 'article', 'baseVal': 'article'}",14,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/26
11,1728958/29/2,_28_5,Udtalelse af SIK’s hovedbestyrelse,da,path,"{'animVal': 'article', 'baseVal': 'article'}",14,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/26
11,1728958/3/1,_2_1,Nissebanden peerneqassava?,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/1
11,1728958/3/2,_2_3,Skal Nissebanden boykottes?,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/1
11,1728958/30/1,_30_1,Pissakinnerit aningaasatigut iliuuseqarfigineqassappata allannguineq pisariaqarpoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",15,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/28
11,1728958/30/2,_30_3,Det kræver ændringer for skabe økonomisk råderum til dem der har mindst,da,path,"{'animVal': 'article', 'baseVal': 'article'}",15,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/28
11,1728958/30/3,_30_4,"Uden konsekvenser, får vi aldrig respekt for gældende love",da,path,"{'animVal': 'article', 'baseVal': 'article'}",15,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/28
11,1728958/31/1,_30_2,Kinguneqar titsisanngikkutta inatsisinik atuutsitsinerput ataqqilernavianngilarput,da,path,"{'animVal': 'article', 'baseVal': 'article'}",15,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/28
11,1728958/36/1,_36_1,»UNNIA«,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/34
11,1728958/36/2,_36_2,Angerlarsimaffeqanngitsunik killuisut atisanillu tunisisut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/34
11,1728958/36/3,_36_3,Klip og tøj til hjemløse,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/34
11,1728958/36/4,_36_4,Borgmesteriusimasumut Nersornaat,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/34
11,1728958/36/5,_36_6,Nersornaat til tidligere borgmester,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/34
11,1728958/37/1,_36_5,Juullimut tunissutit inuttassarsisut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/34
11,1728958/37/2,_36_7,Juledonation har fundet modtager,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/34
11,1728958/38/1,_38_4,»UNNIA«,da,path,"{'animVal': 'article', 'baseVal': 'article'}",19,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/36
11,1728958/38/2,_38_5,Ukiuni 20 -ni politikeriusoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",19,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/36
11,1728958/38/3,_38_9,20 år i politik,da,path,"{'animVal': 'article', 'baseVal': 'article'}",19,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/36
11,1728958/39/1,_38_1,Qitsuk Ollie angerlartoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",19,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/36
11,1728958/39/2,_38_2,Saaniluit nunarsuarmi utoqqaanersaat nalliuttorsiutigineqartoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",19,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/36
11,1728958/39/3,_38_3,Uumasoq nungoreersimasoq ujaarineqartorlu sikaavimmi nassaarineqartoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",19,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/36
11,1728958/39/4,_38_6,Katten Ollie kom alligevel hjem,da,path,"{'animVal': 'article', 'baseVal': 'article'}",19,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/36
11,1728958/39/5,_38_7,Verdens ældste skildpadde fejret med kage,da,path,"{'animVal': 'article', 'baseVal': 'article'}",19,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/36
11,1728958/39/6,_38_8,Eftersøgt og uddødt dyr gemte sig i skab,da,path,"{'animVal': 'article', 'baseVal': 'article'}",19,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/36
11,1728958/4/1,_4_1,Hasheerniarlutik millioninik iluanaartut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/1
11,1728958/40/1,_40_1,»UNNIA«,da,path,"{'animVal': 'article', 'baseVal': 'article'}",20,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/38
11,1728958/40/2,_40_2,Juaakap akunnaalliliinera,da,path,"{'animVal': 'article', 'baseVal': 'article'}",20,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/38
11,1728958/40/3,_40_3,Juaakas runde dag,da,path,"{'animVal': 'article', 'baseVal': 'article'}",20,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/38
11,1728958/42/1,_42_1,<i>Neriuuteqarnerup juullillu nalaa </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",21,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/40
11,1728958/42/2,_42_2,<i>Håb og juletid </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",21,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/40
11,1728958/44/1,_44_1,<i>Narsami meeraallunga juullisiortarnera </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",22,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/42
11,1728958/46/1,_46_1,<i>Min barndoms jul i Narsaq </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/44
11,1728958/50/1,_50_1,<i>Ilusilersuutit juullerpaluttut sioraasallu kajortut! </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",25,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/48
11,1728958/52/1,_52_1,<i>Nisseforme og brun farin! </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",26,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/50
11,1728958/56/1,_56_1,<i>Historisk strik på pindene </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",28,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/54
11,1728958/57/1,_56_2,<i>Nuersagassiaq immikkuullarissoq </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",28,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/54
11,1728958/58/1,_58_2,<i>Lad kærligheden blive synlig </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",29,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/56
11,1728958/59/1,_58_1,<i>Asanninneq saqqumilaartinneqarli </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",29,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/56
11,1728958/6/1,_6_1,Tjente millioner på hashsalg,da,path,"{'animVal': 'article', 'baseVal': 'article'}",3,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/4
11,1728958/60/1,_60_1,<i>Nunagisamit ungasissumi juullikkunni ullorsiornerit </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",30,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/58
11,1728958/62/1,_62_1,<i>Julehøjtider fjernt fra hjemmet </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",31,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/60
11,1728958/65/1,_64_1,<i>Juullip uummat kisiat ikummartittanngilaa </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",32,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/62
11,1728958/65/2,_64_2,<i>Julen sætter andet end hjerter i brand </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",32,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/62
11,1728958/66/1,_66_1,<i>Juullip orpianik orpeqarani juullisiortoqassanngilaq </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",33,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/64
11,1728958/66/3,_66_2,<i>Ingen jul uden juletræer </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",33,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/64
11,1728958/68/1,_68_1,<i>Nivip juullimut nerisitsinissamut innersuussutaa </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",34,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/66
11,1728958/70/1,_70_1,<i>Nivis bud på en julemiddag </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",35,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/68
11,1728958/76/1,_76_1,<i>Nunatsinni nissiaraq </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",38,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/74
11,1728958/78/1,_78_1,<i>Nissen i Grønland </i>,da,path,"{'animVal': 'article', 'baseVal': 'article'}",39,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/76
11,1728958/8/1,_8_1,- Naalliutsitsisikka isumakkeerfigaakka,da,path,"{'animVal': 'article', 'baseVal': 'article'}",4,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/11/pages/6
12,1734461/10/1,_10_1,»Ajunaarneq ajorluinnartoq«,da,path,"{'animVal': 'article', 'baseVal': 'article'}",5,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/8
12,1734461/10/2,undefined,,,path,"{'animVal': 'article', 'baseVal': 'article'}",5,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/8
12,1734461/12/1,_12_1,»En forfærdelig ulykke«,da,path,"{'animVal': 'article', 'baseVal': 'article'}",6,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/10
12,1734461/12/2,undefined,,,path,"{'animVal': 'article', 'baseVal': 'article'}",6,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/10
12,1734461/14/1,_14_1,Aliasunnermi qaamaneq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",7,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/12
12,1734461/14/2,_14_2,"nukittuffigigaa IA-mi tinnersaasuunin qar tussaaqatigiinneq tamaniittoq peq sumik, tunngavilersukkamik ammillu q paata tunngavigalugu immikkoortitsinn sumik ingerlaqqullugu taamalu ilisim Aammami partiimut IA-mut annaasaqaaterujussuuvoq 2014-imi qinersisoqarmat partiimi taaguunneqarnerpaat pingajuata ilaasortaajunnaarnera. Et lys for sorgen nalitoorujussuummata.",da,path,"{'animVal': 'article', 'baseVal': 'article'}",7,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/12
12,1734461/16/1,_16_1,Smykkearbejde dulmer min angst,da,path,"{'animVal': 'article', 'baseVal': 'article'}",8,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/14
12,1734461/17/1,_16_2,Pinnersaasioraangama annilaangajunnaartarpunga,da,path,"{'animVal': 'article', 'baseVal': 'article'}",8,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/14
12,1734461/18/1,_18_1,Angakkoq 2022-mi,da,path,"{'animVal': 'article', 'baseVal': 'article'}",9,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/16
12,1734461/18/2,undefined,,,path,"{'animVal': 'article', 'baseVal': 'article'}",9,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/16
12,1734461/2/1,_2_1,Eqqortumik isumagineqartussanngortoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/1
12,1734461/2/2,_2_2,På rette hænder,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/1
12,1734461/20/1,_20_1,Angakok anno 2022,da,path,"{'animVal': 'article', 'baseVal': 'article'}",10,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/18
12,1734461/20/2,undefined,,,path,"{'animVal': 'article', 'baseVal': 'article'}",10,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/18
12,1734461/22/1,_22_1,,,path,"{'animVal': 'article', 'baseVal': 'article'}",11,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/20
12,1734461/24/1,_24_1,Toqqissisimaneq Kalaallit Nu naa n niippoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",12,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/22
12,1734461/26/1,_26_1,Tr ygheden var i Grønland,da,path,"{'animVal': 'article', 'baseVal': 'article'}",13,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/24
12,1734461/28/1,_28_1,nutaarsiassat naatsut kort nyt nutaarsiassat naatsut kort nyt,da,path,"{'animVal': 'article', 'baseVal': 'article'}",14,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/26
12,1734461/30/1,_30_1,Amperda – apuutingajalerneq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",15,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/28
12,1734461/34/1,_34_1,Amperda – næsten fremme,da,path,"{'animVal': 'article', 'baseVal': 'article'}",17,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/32
12,1734461/36/1,_36_1,Ukiuni 75-ini kiannerpaasoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/34
12,1734461/36/2,_36_3,Varmest i 75 år,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/34
12,1734461/36/3,_36_4,Arferit sinittarnerat,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/34
12,1734461/36/4,_36_6,Hvaler sover middagslur,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/34
12,1734461/36/5,_36_7,Juullimi nerlernik nerigitsi Issittorlu ikiorlugu,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/34
12,1734461/36/6,_36_8,Spis gås til jul og hjælp Arktis,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/34
12,1734461/37/1,_36_2,Barentsip Imartaa pillugu aalisarnermut isumaqatigiissut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/34
12,1734461/37/2,_36_5,Fiskeriaftale om Barentshavet,da,path,"{'animVal': 'article', 'baseVal': 'article'}",18,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/34
12,1734461/38/1,_38_1,Kulturi nipangiussiviusoq ajornakusoortoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",19,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/36
12,1734461/4/1,_4_1,»En slags vetoret«,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/1
12,1734461/42/1,_42_1,En svær tavshedskultur,da,path,"{'animVal': 'article', 'baseVal': 'article'}",21,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/40
12,1734461/46/1,_46_1,,,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/44
12,1734461/46/2,_46_3,illit isummat din mening Air Greenland sumiginnaaqqippoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/44
12,1734461/46/3,_46_5,Endnu et svigt fra Air Greenland,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/44
12,1734461/47/1,_46_2,Kulusuk immikkut iliuuseqarfigineqarli,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/44
12,1734461/47/2,_46_4,Der må ekstraordinært handling til for Kulusuk,da,path,"{'animVal': 'article', 'baseVal': 'article'}",23,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/44
12,1734461/5/1,_4_2,»Oqartussavittut«,da,path,"{'animVal': 'article', 'baseVal': 'article'}",1,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/1
12,1734461/52/1,_52_1,Sermersuumi ilungersuussilluartut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",26,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/50
12,1734461/52/2,_52_3,Ildsjælene i Sermersooq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",26,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/50
12,1734461/52/3,_52_5,»UNNIA«,da,path,"{'animVal': 'article', 'baseVal': 'article'}",26,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/50
12,1734461/53/1,_52_2,80 -iliisoq suli ingerlarsortoq,da,path,"{'animVal': 'article', 'baseVal': 'article'}",26,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/50
12,1734461/53/2,_52_4,80 år og still going strong,da,path,"{'animVal': 'article', 'baseVal': 'article'}",26,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/50
12,1734461/54/1,_54_4,Ilisimatusarnermut tapiissutit agguaanneqartut,da,path,"{'animVal': 'article', 'baseVal': 'article'}",27,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/52
12,1734461/54/2,_54_5,Forskningsmidler uddelt,da,path,"{'animVal': 'article', 'baseVal': 'article'}",27,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/52
12,1734461/54/3,_54_6,Kalistat COP15 -imi,da,path,"{'animVal': 'article', 'baseVal': 'article'}",27,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/52
12,1734461/54/4,_54_7,Kinguaariit nikinnerat,da,path,"{'animVal': 'article', 'baseVal': 'article'}",27,https://sermitsiaq.e-pages.pub/titles/ag/13765/publications/12/pages/52
